Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score
13245.0,68,1,507.02,2,1,3,213,6
13246.0,29,5,1117.03,3,3,3,333,9
13249.0,281,2,69.6,1,2,1,121,4
13250.0,96,2,253.09,2,2,2,222,6
13251.0,38,1,252.68,3,1,2,312,6
13252.0,30,2,235.75,3,2,2,322,7
13253.0,66,2,807.15,2,2,3,223,7
13254.0,12,1,51.410000000000004,4,1,1,411,6
13255.0,9,2,151.8,4,2,1,421,7
13257.0,72,1,81.95,2,1,1,211,4
13258.0,15,2,173.39999999999998,4,2,1,421,7
13259.0,33,8,813.41,3,4,3,343,10
13262.0,25,2,289.51,3,2,2,322,7
13263.0,29,4,986.22,3,3,3,333,9
13264.0,78,1,657.0600000000001,2,1,3,213,6
13266.0,58,6,1690.24,2,4,4,244,10
13267.0,2,16,4546.66,4,4,4,444,12
13269.0,5,13,2417.99,4,4,4,444,12
13274.0,45,1,273.85,3,1,2,312,6
13275.0,19,2,223.91,3,2,2,322,7
13276.0,33,3,1070.48,3,3,3,333,9
13277.0,16,3,184.8,4,3,1,431,8
13278.0,35,3,796.16,3,3,3,333,9
13280.0,15,4,1016.89,4,3,3,433,10
13281.0,75,1,344.55,2,1,2,212,5
13282.0,42,1,181.05,3,1,1,311,5
13283.0,203,2,258.40000000000003,1,2,2,122,5
13285.0,236,2,561.73,1,2,3,123,6
13286.0,236,1,495.41,1,1,2,112,4
13287.0,239,3,653.29,1,3,3,133,7
13289.0,359,1,220.35,1,1,1,111,3
13291.0,50,10,2273.85,3,4,4,344,11
13292.0,51,3,326.27,3,3,2,332,8
13293.0,28,6,1003.19,3,4,3,343,10
13294.0,282,1,714.09,1,1,3,113,5
13295.0,12,3,843.37,4,3,3,433,10
13296.0,59,5,592.86,2,3,3,233,8
13297.0,21,3,872.53,3,3,3,333,9
13299.0,59,2,725.7,2,2,3,223,7
13300.0,24,2,701.32,3,2,3,323,8
13303.0,36,1,51.769999999999996,3,1,1,311,5
13304.0,91,3,767.07,2,3,3,233,8
13305.0,8,7,1284.23,4,4,4,444,12
13306.0,66,1,53.65,2,1,1,211,4
13307.0,228,1,202.24,1,1,1,111,3
13308.0,232,1,263.36,1,1,2,112,4
13309.0,28,1,249.58,3,1,2,312,6
13310.0,16,2,377.37,4,2,2,422,8
13312.0,87,1,124.75,2,1,1,211,4
13313.0,115,7,1761.32,2,4,4,244,10
13315.0,325,1,299.82000000000005,1,1,2,112,4
13316.0,28,6,871.14,3,4,3,343,10
13317.0,21,13,3161.1510000000003,3,4,4,344,11
13319.0,1,33,8708.02,4,4,4,444,12
13320.0,70,2,679.4,2,2,3,223,7
13324.0,64,8,1127.5,2,4,3,243,9
13326.0,68,1,256.26,2,1,2,212,5
13327.0,1,13,5049.0,4,4,4,444,12
13329.0,2,7,1503.0,4,4,4,444,12
13330.0,91,3,1264.48,2,3,4,234,9
13331.0,37,1,116.7,3,1,1,311,5
13333.0,47,3,850.35,3,3,3,333,9
13334.0,172,2,2267.84,1,2,4,124,7
13337.0,182,1,1164.79,1,1,3,113,5
13338.0,177,3,1358.45,1,3,4,134,8
13340.0,53,4,1354.42,2,3,4,234,9
13346.0,98,3,149.4,2,3,1,231,6
13357.0,130,4,2628.41,2,3,4,234,9
13359.0,39,1,463.20000000000005,3,1,2,312,6
13360.0,67,4,1250.29,2,3,4,234,9
13361.0,108,2,1315.5,2,2,4,224,8
13362.0,14,3,2032.13,4,3,4,434,11
13363.0,45,1,689.56,3,1,3,313,7
13367.0,67,1,359.4,2,1,2,212,5
13368.0,50,2,448.1,3,2,2,322,7
13369.0,1,1,198.38000000000002,4,1,1,411,6
13370.0,7,1,604.75,4,1,3,413,8
13371.0,141,2,1405.96,1,2,4,124,7
13373.0,51,3,3146.93,3,3,4,334,10
13374.0,50,2,304.8,3,2,2,322,7
13375.0,80,1,501.6,2,1,3,213,6
13377.0,32,2,1162.21,3,2,3,323,8
13380.0,68,1,62.4,2,1,1,211,4
13381.0,15,6,3189.08,4,4,4,444,12
13382.0,64,4,1106.19,2,3,3,233,8
13384.0,26,4,1732.76,3,3,4,334,10
13386.0,50,2,531.86,3,2,3,323,8
13387.0,53,1,169.04,2,1,1,211,4
13388.0,239,1,353.3,1,1,2,112,4
13392.0,313,1,91.14,1,1,1,111,3
13393.0,219,4,932.75,1,3,3,133,7
13394.0,15,11,3509.2,4,4,4,444,12
13395.0,36,2,628.29,3,2,3,323,8
13397.0,73,5,855.5,2,3,3,233,8
13398.0,84,1,113.6,2,1,1,211,4
13399.0,100,3,249.9,2,3,2,232,7
13400.0,218,1,306.51,1,1,2,112,4
13402.0,8,3,780.98,4,3,3,433,10
13403.0,23,2,129.0,3,2,1,321,6
13405.0,117,3,415.8,2,3,2,232,7
13406.0,63,1,105.0,2,1,1,211,4
13407.0,235,2,1685.54,1,2,4,124,7
13408.0,9,38,6417.732,4,4,4,444,12
13410.0,29,3,353.28000000000003,3,3,2,332,8
13412.0,256,1,334.15,1,1,2,112,4
13413.0,275,5,138.13,1,3,1,131,5
13414.0,99,3,567.48,2,3,3,233,8
13415.0,266,3,579.57,1,3,3,133,7
13416.0,372,1,228.3,1,1,2,112,4
13417.0,183,4,996.86,1,3,3,133,7
13418.0,8,15,4401.34,4,4,4,444,12
13421.0,42,6,1780.03,3,4,4,344,11
13423.0,64,1,207.07999999999998,2,1,1,211,4
13424.0,85,1,555.77,2,1,3,213,6
13425.0,144,2,1369.13,1,2,4,124,7
13426.0,18,12,3328.5,4,4,4,444,12
13427.0,113,3,348.18,2,3,2,232,7
13428.0,150,2,276.76,1,2,2,122,5
13431.0,42,6,1261.3,3,4,4,344,11
13432.0,207,2,379.25,1,2,2,122,5
13433.0,137,4,435.42,2,3,2,232,7
13434.0,21,3,551.58,3,3,3,333,9
13435.0,12,2,381.5,4,2,2,422,8
13438.0,183,1,46.5,1,1,1,111,3
13439.0,24,2,590.53,3,2,3,323,8
13440.0,59,7,1181.8500000000001,2,4,3,243,9
13441.0,67,1,321.2,2,1,2,212,5
13442.0,303,3,271.07,1,3,2,132,6
13443.0,84,5,951.17,2,3,3,233,8
13444.0,10,2,578.78,4,2,3,423,9
13445.0,262,1,119.4,1,1,1,111,3
13446.0,66,11,2958.61,2,4,4,244,10
13448.0,9,8,4206.2300000000005,4,4,4,444,12
13450.0,10,7,955.28,4,4,3,443,11
13451.0,17,6,3921.06,4,4,4,444,12
13453.0,38,1,379.31,3,1,2,312,6
13454.0,277,1,219.87,1,1,1,111,3
13455.0,2,5,1395.54,4,3,4,434,11
13457.0,324,2,148.22,1,2,1,121,4
13458.0,15,2,2012.1000000000001,4,2,4,424,10
13459.0,260,2,1015.6899999999999,1,2,3,123,6
13461.0,43,3,516.6,3,3,3,333,9
13462.0,46,4,952.45,3,3,3,333,9
13464.0,30,5,1763.76,3,3,4,334,10
13465.0,82,2,563.08,2,2,3,223,7
13466.0,44,4,630.3,3,3,3,333,9
13468.0,4,37,6375.09,4,4,4,444,12
13469.0,289,1,62.5,1,1,1,111,3
13472.0,99,2,592.24,2,2,3,223,7
13473.0,210,5,919.3000000000001,1,3,3,133,7
13474.0,79,2,347.25,2,2,2,222,6
13476.0,42,3,576.45,3,3,3,333,9
13477.0,91,5,1033.3600000000001,2,4,3,243,9
13478.0,105,5,1876.27,2,4,4,244,10
13479.0,88,2,422.8,2,2,2,222,6
13480.0,52,2,521.4,3,2,3,323,8
13481.0,10,6,1813.38,4,4,4,444,12
13482.0,263,1,151.45,1,1,1,111,3
13484.0,19,2,333.87,3,2,2,322,7
13485.0,12,10,1855.67,4,4,4,444,12
13487.0,141,2,263.52,1,2,2,122,5
13488.0,3,11,4555.72,4,4,4,444,12
13490.0,290,1,33.3,1,1,1,111,3
13491.0,8,18,2994.54,4,4,4,444,12
13495.0,4,6,2391.39,4,4,4,444,12
13497.0,4,5,946.78,4,4,3,443,11
13498.0,366,1,194.15,1,1,1,111,3
13500.0,37,1,229.88,3,1,2,312,6
13501.0,122,2,1325.95,2,2,4,224,8
13502.0,51,2,281.9,3,2,2,322,7
13503.0,115,4,1374.79,2,3,4,234,9
13506.0,5,4,1021.07,4,3,3,433,10
13508.0,278,1,114.07,1,1,1,111,3
13509.0,143,1,60.0,1,1,1,111,3
13510.0,11,6,2290.83,4,4,4,444,12
13511.0,312,1,236.81,1,1,2,112,4
13512.0,23,3,397.28000000000003,3,3,2,332,8
13513.0,77,2,619.49,2,2,3,223,7
13514.0,64,3,446.8,2,3,2,232,7
13515.0,85,2,277.20000000000005,2,2,2,222,6
13516.0,53,1,197.45,2,1,1,211,4
13519.0,78,1,220.46,2,1,1,211,4
13520.0,7,6,2079.6,4,4,4,444,12
13523.0,2,2,906.27,4,2,3,423,9
13526.0,374,2,348.98,1,2,2,122,5
13527.0,54,5,2033.98,2,4,4,244,10
13530.0,270,1,356.48,1,1,2,112,4
13531.0,2,5,1008.47,4,4,3,443,11
13534.0,15,10,1719.12,4,4,4,444,12
13537.0,61,2,544.7,2,2,3,223,7
13538.0,32,4,1308.78,3,3,4,334,10
13539.0,56,4,782.1700000000001,2,3,3,233,8
13540.0,103,3,513.84,2,3,3,233,8
13541.0,63,2,500.25,2,2,3,223,7
13542.0,12,17,3151.44,4,4,4,444,12
13543.0,270,2,1092.06,1,2,3,123,6
13544.0,47,4,445.79,3,3,2,332,8
13545.0,26,2,313.23,3,2,2,322,7
13546.0,18,2,377.25,4,2,2,422,8
13547.0,44,1,148.63,3,1,1,311,5
13548.0,107,1,198.43,2,1,1,211,4
13549.0,23,1,87.6,3,1,1,311,5
13550.0,19,1,321.55,3,1,2,312,6
13551.0,302,1,152.39999999999998,1,1,1,111,3
13552.0,64,10,2227.29,2,4,4,244,10
13553.0,310,1,394.25,1,1,2,112,4
13554.0,16,7,1176.15,4,4,3,443,11
13555.0,14,8,2829.0,4,4,4,444,12
13556.0,65,2,186.9,2,2,1,221,5
13557.0,51,11,2346.92,3,4,4,344,11
13561.0,33,10,1514.19,3,4,4,344,11
13562.0,37,5,2569.0,3,4,4,344,11
13564.0,4,34,12686.82,4,4,4,444,12
13565.0,47,1,166.93,3,1,1,311,5
13566.0,70,3,798.51,2,3,3,233,8
13567.0,64,4,926.64,2,3,3,233,8
13569.0,3,3,473.34,4,3,2,432,9
13571.0,18,14,2147.0,4,4,4,444,12
13573.0,15,4,303.12,4,3,2,432,9
13574.0,47,1,322.7,3,1,2,312,6
13576.0,9,11,2136.82,4,4,4,444,12
13577.0,18,7,1606.52,4,4,4,444,12
13578.0,45,1,76.14,3,1,1,311,5
13579.0,5,4,880.08,4,3,3,433,10
13580.0,42,1,67.8,3,1,1,311,5
13581.0,50,1,162.53,3,1,1,311,5
13582.0,25,2,224.68,3,2,2,322,7
13583.0,315,1,631.101,1,1,3,113,5
13584.0,134,2,201.3,2,2,1,221,5
13585.0,166,2,342.65,1,2,2,122,5
13586.0,177,1,93.28,1,1,1,111,3
13587.0,85,3,417.90000000000003,2,3,2,232,7
13589.0,163,3,343.79,1,3,2,132,6
13590.0,11,12,3324.69,4,4,4,444,12
13591.0,71,3,618.96,2,3,3,233,8
13593.0,23,9,2825.81,3,4,4,344,11
13594.0,121,1,85.35000000000001,2,1,1,211,4
13595.0,152,3,713.68,1,3,3,133,7
13597.0,36,2,389.15,3,2,2,322,7
13598.0,131,4,472.27,2,3,2,232,7
13599.0,2,11,3023.45,4,4,4,444,12
13600.0,270,1,96.95,1,1,1,111,3
13601.0,28,2,409.37,3,2,2,322,7
13602.0,17,3,533.88,4,3,3,433,10
13604.0,294,1,263.12,1,1,2,112,4
13605.0,23,2,442.27,3,2,2,322,7
13607.0,38,1,303.8,3,1,2,312,6
13608.0,176,1,215.05,1,1,1,111,3
13609.0,229,1,34.650000000000006,1,1,1,111,3
13610.0,23,7,659.33,3,4,3,343,10
13611.0,10,7,1974.43,4,4,4,444,12
13612.0,268,1,755.89,1,1,3,113,5
13613.0,88,5,957.3000000000001,2,4,3,243,9
13614.0,29,2,450.73,3,2,2,322,7
13615.0,35,7,4713.99,3,4,4,344,11
13616.0,204,2,222.45,1,2,2,122,5
13617.0,44,5,530.22,3,4,3,343,10
13619.0,180,2,172.49,1,2,1,121,4
13620.0,164,1,52.34,1,1,1,111,3
13622.0,332,1,536.36,1,1,3,113,5
13623.0,16,5,1193.74,4,4,3,443,11
13624.0,24,1,262.77,3,1,2,312,6
13625.0,232,1,213.36,1,1,1,111,3
13626.0,15,1,247.56,4,1,2,412,7
13627.0,124,2,492.33,2,2,2,222,6
13628.0,312,1,218.34,1,1,1,111,3
13632.0,30,3,1367.5800000000002,3,3,4,334,10
13634.0,12,10,2807.36,4,4,4,444,12
13635.0,78,3,1732.63,2,3,4,234,9
13639.0,72,1,312.93,2,1,2,212,5
13640.0,247,1,270.0,1,1,2,112,4
13641.0,276,4,595.27,1,3,3,133,7
13642.0,68,3,138.67,2,3,1,231,6
13643.0,18,7,1218.73,4,4,4,444,12
13646.0,35,2,201.8,3,2,1,321,6
13647.0,130,3,925.28,2,3,3,233,8
13648.0,36,8,1685.58,3,4,4,344,11
13649.0,2,5,1081.82,4,4,3,443,11
13650.0,10,4,1241.9,4,3,4,434,11
13651.0,17,1,40.35,4,1,1,411,6
13652.0,4,3,1389.28,4,3,4,434,11
13653.0,123,1,136.3,2,1,1,211,4
13654.0,16,5,2939.71,4,4,4,444,12
13655.0,10,4,1084.79,4,3,3,433,10
13656.0,135,2,549.6,2,2,3,223,7
13658.0,19,4,2744.75,3,3,4,334,10
13659.0,52,10,2467.01,3,4,4,344,11
13660.0,36,1,187.79,3,1,1,311,5
13661.0,239,1,299.74,1,1,2,112,4
13662.0,21,8,1046.75,3,4,3,343,10
13663.0,16,4,1384.94,4,3,4,434,11
13665.0,22,3,1467.7,3,3,4,334,10
13666.0,56,2,30.5,2,2,1,221,5
13668.0,19,13,4164.52,3,4,4,344,11
13669.0,43,1,45.0,3,1,1,311,5
13671.0,30,1,172.6,3,1,1,311,5
13672.0,366,1,233.53000000000003,1,1,2,112,4
13674.0,68,1,183.88,2,1,1,211,4
13676.0,175,2,153.15,1,2,1,121,4
13677.0,40,2,285.44,3,2,2,322,7
13679.0,129,3,273.31,2,3,2,232,7
13680.0,107,8,3977.81,2,4,4,244,10
13683.0,93,1,228.0,2,1,2,212,5
13684.0,26,3,485.55,3,3,2,332,8
13686.0,16,2,337.04,4,2,2,422,8
13688.0,271,1,190.5,1,1,1,111,3
13689.0,80,1,19.5,2,1,1,211,4
13691.0,32,1,204.82999999999998,3,1,1,311,5
13692.0,44,2,664.61,3,2,3,323,8
13693.0,10,9,1508.63,4,4,4,444,12
13694.0,16,32,6191.9800000000005,4,4,4,444,12
13695.0,213,1,71.39999999999999,1,1,1,111,3
13696.0,227,2,500.2,1,2,3,123,6
13698.0,232,2,364.27,1,2,2,122,5
13699.0,186,1,312.52000000000004,1,1,2,112,4
13700.0,53,3,277.57,2,3,2,232,7
13701.0,82,1,161.0,2,1,1,211,4
13702.0,81,1,135.18,2,1,1,211,4
13703.0,51,1,281.76,3,1,2,312,6
13705.0,9,5,1121.77,4,4,3,443,11
13706.0,262,1,187.82999999999998,1,1,1,111,3
13707.0,65,3,1662.23,2,3,4,234,9
13709.0,82,5,1155.38,2,4,3,243,9
13710.0,59,2,261.84000000000003,2,2,2,222,6
13711.0,42,7,1338.0700000000002,3,4,4,344,11
13712.0,246,1,232.89,1,1,2,112,4
13713.0,44,3,660.96,3,3,3,333,9
13714.0,101,1,113.95,2,1,1,211,4
13715.0,8,13,6320.07,4,4,4,444,12
13717.0,93,2,256.67,2,2,2,222,6
13719.0,29,6,1596.89,3,4,4,344,11
13721.0,31,1,217.39999999999998,3,1,1,311,5
13722.0,56,7,2096.5,2,4,4,244,10
13723.0,28,5,728.47,3,4,3,343,10
13724.0,273,1,213.01,1,1,1,111,3
13727.0,247,6,433.32,1,4,2,142,7
13728.0,23,10,1549.78,3,4,4,344,11
13729.0,71,3,459.73,2,3,2,232,7
13733.0,46,2,422.91,3,2,2,322,7
13734.0,144,2,112.34,1,2,1,121,4
13735.0,12,9,5390.46,4,4,4,444,12
13736.0,61,5,1632.27,2,4,4,244,10
13738.0,32,1,389.18,3,1,2,312,6
13739.0,163,1,75.3,1,1,1,111,3
13740.0,51,4,977.47,3,3,3,333,9
13745.0,182,1,350.52,1,1,2,112,4
13746.0,49,1,163.94,3,1,1,311,5
13747.0,60,1,50.4,2,1,1,211,4
13748.0,18,4,715.0,4,3,3,433,10
13750.0,49,4,853.28,3,3,3,333,9
13752.0,163,1,271.70000000000005,1,1,2,112,4
13753.0,234,3,1140.91,1,3,3,133,7
13754.0,73,1,114.60000000000001,2,1,1,211,4
13756.0,21,9,2492.29,3,4,4,344,11
13757.0,310,1,42.55,1,1,1,111,3
13758.0,2,9,3725.18,4,4,4,444,12
13760.0,40,3,575.4,3,3,3,333,9
13761.0,138,4,749.37,1,3,3,133,7
13762.0,285,2,231.60000000000002,1,2,2,122,5
13763.0,71,1,134.7,2,1,1,211,4
13764.0,205,3,1157.15,1,3,3,133,7
13765.0,289,1,248.861,1,1,2,112,4
13766.0,131,1,190.35,2,1,1,211,4
13767.0,5,36,11725.52,4,4,4,444,12
13768.0,362,2,810.6700000000001,1,2,3,123,6
13769.0,3,11,2323.73,4,4,4,444,12
13770.0,72,2,323.22,2,2,2,222,6
13771.0,169,5,2107.1,1,4,4,144,9
13772.0,36,5,1420.29,3,4,4,344,11
13773.0,32,2,301.54,3,2,2,322,7
13775.0,226,1,706.8100000000001,1,1,3,113,5
13777.0,9,20,2639.34,4,4,4,444,12
13778.0,127,3,635.05,2,3,3,233,8
13779.0,151,1,110.13,1,1,1,111,3
13780.0,43,1,364.11,3,1,2,312,6
13781.0,228,2,622.34,1,2,3,123,6
13782.0,89,7,567.52,2,4,3,243,9
13784.0,70,3,167.9,2,3,1,231,6
13785.0,64,4,360.19,2,3,2,232,7
13786.0,3,6,1990.54,4,4,4,444,12
13787.0,94,4,718.03,2,3,3,233,8
13788.0,141,1,3.75,1,1,1,111,3
13789.0,24,1,239.45999999999998,3,1,2,312,6
13792.0,58,1,103.2,2,1,1,211,4
13793.0,282,1,96.0,1,1,1,111,3
13794.0,182,1,108.13,1,1,1,111,3
13795.0,40,3,301.95,3,3,2,332,8
13796.0,135,1,278.75,2,1,2,212,5
13797.0,72,3,926.7,2,3,3,233,8
13798.0,15,33,3603.91,4,4,4,444,12
13799.0,80,7,1671.48,2,4,4,244,10
13800.0,66,2,562.85,2,2,3,223,7
13802.0,10,16,6030.96,4,4,4,444,12
13803.0,67,2,945.5600000000001,2,2,3,223,7
13804.0,71,2,572.73,2,2,3,223,7
13807.0,3,3,261.25,4,3,2,432,9
13809.0,30,2,95.2,3,2,1,321,6
13813.0,163,4,977.13,1,3,3,133,7
13814.0,163,1,551.2,1,1,3,113,5
13815.0,42,4,2336.95,3,3,4,334,10
13818.0,65,1,61.28,2,1,1,211,4
13819.0,305,3,1201.5,1,3,3,133,7
13820.0,54,3,617.3,2,3,3,233,8
13821.0,29,4,901.24,3,3,3,333,9
13823.0,16,5,1817.99,4,4,4,444,12
13824.0,15,7,1298.96,4,4,4,444,12
13825.0,257,2,230.39,1,2,2,122,5
13830.0,217,1,110.20000000000002,1,1,1,111,3
13831.0,57,9,1379.83,2,4,4,244,10
13832.0,58,1,283.81,2,1,2,212,5
13833.0,40,1,213.86,3,1,1,311,5
13834.0,212,2,178.5,1,2,1,121,4
13835.0,155,3,161.3,1,3,1,131,5
13836.0,35,2,449.03000000000003,3,2,2,322,7
13838.0,5,7,1106.41,4,4,3,443,11
13839.0,122,1,139.95000000000002,2,1,1,211,4
13840.0,52,1,579.8000000000001,3,1,3,313,7
13842.0,2,10,1686.19,4,4,4,444,12
13843.0,17,1,244.15,4,1,2,412,7
13846.0,35,1,426.83,3,1,2,312,6
13847.0,355,1,221.92000000000002,1,1,2,112,4
13849.0,33,3,1486.94,3,3,4,334,10
13851.0,15,4,1561.1000000000001,4,3,4,434,11
13852.0,246,1,187.35000000000002,1,1,1,111,3
13854.0,1,15,1795.7,4,4,4,444,12
13855.0,136,4,1185.8500000000001,2,3,3,233,8
13856.0,99,7,357.97,2,4,2,242,8
13857.0,29,6,884.28,3,4,3,343,10
13859.0,165,1,81.15,1,1,1,111,3
13861.0,65,2,223.60999999999999,2,2,2,222,6
13862.0,25,1,346.73,3,1,2,312,6
13863.0,101,3,728.47,2,3,3,233,8
13869.0,17,6,3818.64,4,4,4,444,12
13870.0,23,7,1845.78,3,4,4,344,11
13871.0,64,4,1254.2,2,3,4,234,9
13872.0,163,3,862.37,1,3,3,133,7
13873.0,19,5,394.3,3,4,2,342,9
13874.0,140,6,878.0,1,4,3,143,8
13875.0,23,9,2520.38,3,4,4,344,11
13877.0,106,2,250.01999999999998,2,2,2,222,6
13878.0,183,3,746.85,1,3,3,133,7
13879.0,281,1,375.6,1,1,2,112,4
13880.0,3,5,1120.89,4,4,3,443,11
13881.0,58,13,4525.04,2,4,4,244,10
13883.0,39,9,3107.92,3,4,4,344,11
13884.0,12,5,903.4300000000001,4,4,3,443,11
13888.0,40,5,1006.9300000000001,3,4,3,343,10
13889.0,18,5,1574.3300000000002,4,4,4,444,12
13890.0,10,4,995.22,4,3,3,433,10
13891.0,14,3,743.96,4,3,3,433,10
13892.0,211,1,12.600000000000001,1,1,1,111,3
13895.0,151,2,965.0,1,2,3,123,6
13896.0,261,1,261.05,1,1,2,112,4
13897.0,74,2,793.77,2,2,3,223,7
13898.0,47,1,504.27,3,1,3,313,7
13900.0,25,3,693.52,3,3,3,333,9
13901.0,10,10,2143.58,4,4,4,444,12
13902.0,360,1,357.66,1,1,2,112,4
13903.0,36,1,165.45000000000002,3,1,1,311,5
13905.0,368,1,252.90000000000003,1,1,2,112,4
13907.0,327,1,136.8,1,1,1,111,3
13909.0,59,2,179.0,2,2,1,221,5
13911.0,15,11,1117.17,4,4,3,443,11
13912.0,59,1,124.95,2,1,1,211,4
13913.0,142,1,13.52,1,1,1,111,3
13915.0,30,1,70.80000000000001,3,1,1,311,5
13916.0,99,4,960.5600000000001,2,3,3,233,8
13919.0,60,2,766.75,2,2,3,223,7
13920.0,67,4,1037.3,2,3,3,233,8
13921.0,38,4,539.0500000000001,3,3,3,333,9
13922.0,73,2,557.65,2,2,3,223,7
13927.0,73,1,303.05,2,1,2,212,5
13929.0,52,7,838.11,3,4,3,343,10
13931.0,28,9,3599.29,3,4,4,344,11
13935.0,232,3,1765.37,1,3,4,134,8
13936.0,18,2,528.18,4,2,3,423,9
13937.0,38,1,658.65,3,1,3,313,7
13939.0,67,4,801.11,2,3,3,233,8
13941.0,8,8,1756.56,4,4,4,444,12
13943.0,213,1,204.04,1,1,1,111,3
13944.0,289,1,192.87,1,1,1,111,3
13945.0,30,2,715.75,3,2,3,323,8
13946.0,12,3,504.40000000000003,4,3,3,433,10
13948.0,47,3,387.06,3,3,2,332,8
13952.0,16,11,5101.57,4,4,4,444,12
13955.0,11,1,126.8,4,1,1,411,6
13957.0,53,3,339.65,2,3,2,232,7
13958.0,15,8,2866.4100000000003,4,4,4,444,12
13959.0,35,3,347.35,3,3,2,332,8
13961.0,28,1,364.05,3,1,2,312,6
13962.0,71,1,163.5,2,1,1,211,4
13963.0,3,14,1810.18,4,4,4,444,12
13964.0,23,2,404.9,3,2,2,322,7
13965.0,112,3,475.20000000000005,2,3,2,232,7
13966.0,71,1,263.3,2,1,2,212,5
13967.0,32,1,65.7,3,1,1,311,5
13968.0,59,1,78.3,2,1,1,211,4
13969.0,1,18,3914.28,4,4,4,444,12
13970.0,22,2,359.35,3,2,2,322,7
13971.0,59,6,1758.3400000000001,2,4,4,244,10
13974.0,218,1,228.33,1,1,2,112,4
13975.0,29,6,2676.64,3,4,4,344,11
13976.0,142,3,681.88,1,3,3,133,7
13977.0,47,1,257.25,3,1,2,312,6
13979.0,29,6,2167.71,3,4,4,344,11
13980.0,75,4,481.18,2,3,2,232,7
13981.0,51,1,260.59000000000003,3,1,2,312,6
13982.0,1,6,1665.38,4,4,4,444,12
13983.0,2,10,2970.46,4,4,4,444,12
13984.0,2,8,948.69,4,4,3,443,11
13985.0,10,7,2563.03,4,4,4,444,12
13987.0,15,2,666.64,4,2,3,423,9
13988.0,19,2,534.09,3,2,3,323,8
13989.0,100,3,670.46,2,3,3,233,8
13992.0,16,2,126.8,4,2,1,421,7
13993.0,15,10,2693.8,4,4,4,444,12
13995.0,15,9,2308.68,4,4,4,444,12
13996.0,22,2,690.7800000000001,3,2,3,323,8
13997.0,155,2,221.66,1,2,2,122,5
13998.0,82,3,399.2,2,3,2,232,7
13999.0,10,17,4121.86,4,4,4,444,12
14000.0,50,4,963.5600000000001,3,3,3,333,9
14001.0,9,7,1739.1100000000001,4,4,4,444,12
14003.0,368,1,166.43,1,1,1,111,3
14004.0,29,4,1200.1,3,3,3,333,9
14006.0,164,4,491.4,1,3,2,132,6
14007.0,148,1,42.58,1,1,1,111,3
14008.0,68,1,509.04,2,1,3,213,6
14009.0,98,1,265.3,2,1,2,212,5
14010.0,201,2,382.15,1,2,2,122,5
14011.0,116,2,365.65999999999997,2,2,2,222,6
14013.0,16,2,484.8,4,2,2,422,8
14014.0,12,2,627.89,4,2,3,423,9
14016.0,32,7,4885.3,3,4,4,344,11
14017.0,207,1,185.20000000000002,1,1,1,111,3
14018.0,281,1,341.95000000000005,1,1,2,112,4
14020.0,112,2,478.81,2,2,2,222,6
14021.0,10,4,869.1700000000001,4,3,3,433,10
14022.0,122,1,335.15000000000003,2,1,2,212,5
14024.0,26,1,190.04000000000002,3,1,1,311,5
14025.0,100,8,2185.14,2,4,4,244,10
14026.0,106,2,713.11,2,2,3,223,7
14030.0,2,14,4067.81,4,4,4,444,12
14031.0,1,26,13732.32,4,4,4,444,12
14032.0,2,6,1591.92,4,4,4,444,12
14035.0,42,4,771.44,3,3,3,333,9
14037.0,114,4,582.51,2,3,3,233,8
14038.0,33,2,1208.8,3,2,3,323,8
14039.0,211,1,6.959999999999999,1,1,1,111,3
14040.0,22,22,6800.91,3,4,4,344,11
14042.0,361,1,353.28,1,1,2,112,4
14043.0,127,2,197.20000000000002,2,2,1,221,5
14044.0,54,6,2059.67,2,4,4,244,10
14047.0,8,10,2040.65,4,4,4,444,12
14048.0,18,1,283.69,4,1,2,412,7
14049.0,23,9,5061.0599999999995,3,4,4,344,11
14051.0,2,15,5768.5,4,4,4,444,12
14052.0,26,1,165.4,3,1,1,311,5
14053.0,33,2,68.25,3,2,1,321,6
14055.0,213,2,361.75,1,2,2,122,5
14057.0,17,5,1543.22,4,4,4,444,12
14058.0,98,2,426.69,2,2,2,222,6
14060.0,36,9,1212.32,3,4,4,344,11
14061.0,360,2,340.1,1,2,2,122,5
14062.0,10,11,5600.83,4,4,4,444,12
14063.0,322,2,152.9,1,2,1,121,4
14064.0,66,10,1434.53,2,4,4,244,10
14065.0,25,3,720.92,3,3,3,333,9
14068.0,239,3,1064.02,1,3,3,133,7
14069.0,150,2,178.86,1,2,1,121,4
14070.0,320,1,186.7,1,1,1,111,3
14072.0,302,1,237.15,1,1,2,112,4
14074.0,259,1,20.0,1,1,1,111,3
14075.0,39,2,468.36,3,2,2,322,7
14077.0,31,1,100.15,3,1,1,311,5
14078.0,9,4,492.13,4,3,2,432,9
14080.0,49,4,446.29,3,3,2,332,8
14081.0,5,9,3485.87,4,4,4,444,12
14082.0,28,1,167.96,3,1,1,311,5
14083.0,7,2,251.23,4,2,2,422,8
14084.0,148,1,56.4,1,1,1,111,3
14085.0,4,15,4368.72,4,4,4,444,12
14087.0,40,2,492.8,3,2,2,322,7
14088.0,42,2,2165.45,3,2,4,324,9
